"","checklist_id","global_unique_identifier","last_edited_date","taxonomic_order","category","taxon_concept_id","common_name","scientific_name","exotic_code","observation_count","breeding_code","breeding_category","behavior_code","age_sex","country","country_code","state","state_code","county","county_code","iba_code","bcr_code","usfws_code","atlas_block","locality","locality_id","locality_type","latitude","longitude","observation_date","time_observations_started","observer_id","sampling_event_identifier","protocol_type","protocol_code","project_code","duration_minutes","effort_distance_km","effort_area_ha","number_observers","all_species_reported","group_identifier","has_media","approved","reviewed","reason","trip_comments","species_comments"
"1","S103985787","URN:CornellLabOfOrnithology:EBIRD:OBS1355590537","2022-03-01 15:56:22.882797",21652,"species","avibase-F963401E","Willow Tit","Poecile montanus",NA,"1","A ","C3","A ",NA,"United Kingdom","GB","England","GB-ENG","Manchester","GB-ENG-MAN",NA,NA,NA,NA,"Chorlton Ees LNR","L6081908","H",53.4333415,-2.2957134,2022-03-01,"17:22:00","obsr1472448","S103985787","Traveling","P22","EBIRD",89,1.6,NA,1,TRUE,NA,FALSE,TRUE,FALSE,NA,NA,"53.438912, -2.290444"
